y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
62,266,9,3.72,60.44658161,77,279,25,12,77,11.23,77,1.5,379.689583,47167,7.2,7,0.406,9.5
63.9,234,14,2.26,0,77,0,44,18,76,6.53,77,0.1,98.3690760788382,8.99978005411792,1.4,1.3,0.61,14
67.5,225,1,6.71,0,99,4929,47.2,1,98,8.31,97,0.1,101.84688266852,2465.06021629483,3.4,3.6,5.18244741281715,6.46584472657433
64.7,287,8,6.55,33.91660183,99,2204,45.8,9,99,3.95,82,0.1,2874.288291,1512985,2.5,2.6,0.725,13.5
78.9,76,1,2.53,199.9341033,98,36,58.3,1,93,7.13,93,0.1,2152.1432,6289,1.1,1.1,0.845,15.2
58.7,271,13,3.13,0,55.0084876421321,94,12.7,19,55,4.32,52,0.1,102.167072478793,56.5009164411753,1.4,1.5,0.463,8
84,7,0,11.72,6386.95437,95,285,59.7,0,95,8.15,95,0.1,52567.52568,4576794,0.3,0.2,0.909,18.5
75.3,14,0,1.03,0,97,4,59.1,0,98,6.7,98,0.1,35.4194773151919,2.00004887686268,2.2,2.2,0.741,12.9
54.9,464,28,6,63.75053034,94,0,29.9,42,93,6.31,93,13.3,839.927936,14386649,6.8,6.7,0.452,10.1
68.4,154,6,0.62,8.59680496,5,827,44.2,8,78,7.92,77,0.1,145.2163,8365,3,3,0.668,11
78.7,83,0,9.13,2892.257132,89,21,6.3,0,84,7.89,9,0.1,16874.31232,5631.72049430583,0.3,0.3,0.873,17.5
73.4,132,20,0.36,270.2401962,8,944,49.8,23,95,3.36,95,0.1,3464.6179,33777915,6.1,6,0.686,12.3
75.5,83,18,4.12191509028832,0,98,615,59.7,21,98,8.54976655996192,98,0.1,57.2455965368213,318.007258214109,8.5,8.6,0.774,14.8
49.8,416,87,2.16,40.82597077,76,7155,17.3,127,76,6.45,76,14.5,262.884551,19139658,4,4,0.311,6.2
61.5,253,19,1.38,8.38611924,78.1938495516833,352,13.5,24,86,6.43,85,1.7,48.615184,1363377,11.6,11.7,0.458,9.7
79.9,89,0,9.72,591.6691405,93.2039568050095,5,6.2,0,99,9.5,99,0.1,4622.41516,5363352,0.9,0.8,0.874,16.8
54.8,337,3,7.28,827.5979335,35.020784672152,0,2.5,4,52,2.13,4,5.3,12732.2759,792217,9.7,9.6,0.569,9
62.7,241,61,2.12,196.6892153,93,5616,25.6508715356217,91,93,8.3,93,0.3,1666.857757,35167314,4.59094944965033,4.59632963079905,0.463,7
72.9,161,0,3.24,582.5143743,97,13,29.1,0,96,4.24,97,0.1,6574.654338,123963,7.5,7.4,0.72,13.5
73.9,158,10,5.95,71.6850913,98,2583,27.9,12,99,3.81,99,0.2,575.32176,672888,8.2,8.3,0.711,13.1
82,6,0,10.29,2084.255535,91.3801560201336,2022,54.6,0,96,1.29,95,0.1,72119.5687,7647675,0.5,0.4,0.914,15.3
75.3,125,8,5.38,946.6521165,88,0,54.2,11,71,5.23,88,0.1,6583.116248,3565716,1.1,1.1,0.731,13.4
53.1,437,96,4.07,0,9,2362,18.6,145,91,6.86,9,9.4,141.078199671149,1253.52709000114,7.6,7.5,6.67313912442123,6.120640075453
74.2,116,21,1.49,32.78235828,96,7,61.9,25,97,5.61,97,0.1,1672.5693,72326914,4.9,4.7,0.715,13
68.7,184,0,0.01,247.9492284,99,0,48.1,0,99,5.48,99,0.1,1858.689868,551531,1.2,1.2,0.505,9.4
73,11,1,2.19,510.6035166,8,8,58.6,1,8,1.9,8,0.1,5253.122599,3359859,4.9,4.7,0,15
78.8,64,0,11.47,1700.841534,93,0,55.8,0,97,6.28,97,0.1,27169.99256,14559,0.9,1,0.829,13.4
69.9,185,0,6.41,1902.693048,9,0,4.2,0,91,4.4,9,0.3,21188.11857,1315372,6.1,6.4,0.767,12.4
49.6,381,30,0,0,49.6,0,23.4936520512586,49,49.6,0,49.6,3,176.256555211249,6974442,0,0,0,0
81.8,67,2,8.2,9733.228019,55,83,65.8,2,91,1.67,91,0.1,52413.72116,35155451,0.5,0.5,0.909,15.9
73.9,87,1,0.1,3001.628237,99,0,67.9,1,99,3.87,99,0.1,37567.3121,12522.658306274,3.3,3.2,0.788,13.6
70,196,0,5.13,885.0739766,87,0,54.1,0,85,6.14,87,0.6,7443.85178,52619,3.5,3.4,0.696,12.1
82,94,3,13.18,5291.234786,35,4448,57,4,99,1.53,98,0.1,33874.74255,6274897,0.6,0.6,0.857,15.5
74.7,136,28,3.01,0,67,17,12.3,35,92,6.9,92,0.2,72.113179151916,25.9997800541179,14.9,15.8,0.625,11.4
82.9,56,0,1.83,7971.646361,96,0,32.9,0,96,4.92,96,0.1,56336.7234,18778.7392620014,2.2,2.2,0.922,15.4
78,132,6,2.1,22.48638351,74,0,47.3,6,84,5.85,81,0.1,495.294791,8947243,2.8,2.9,0.728,11.6
59.1,39,2,1.02,121.4812077,68.0853949101896,49,3.6,2,72,7.5,72,3.7,965.6693779,79628,5.8,5.7,0.405,4.3
69.6,139,0,1.83,300.1621026,96,20,15.2,0,98,8,98,0.1,2182.99711,286,14.8,14.8,0.577,11.3
67.5,278,16,12.04,161.7301654,98,27,56.6,18,98,6.22,98,0.3,11635.2637,14274235,2.3,2.5,0.769,13.9
75.8,15,1,0.54,158.27708,99,5,52,1,99,2.49,99,0.1,2986.36,997.444440842312,6.9,6.8,0.797,13.6
76.7,128,2,10.93,250.0773782,98,0,59.1,2,96,6.7,99,0.1,13893.18768,3863255,2,2.2,0.829,15.4
86,79,0,10,2698.01817,98,1,6.2,0,98,9.55,98,0.1,21618.73534,1457295,0.7,0.5,0.827,16.3
67.8,235,7,6.64,808.243302,99,0,48.5,8,99,4.13,98,0.1,7165.2775,169271,2.3,2.5,0.758,14.6
85,76,0,8.02,3192.887363,95,40,64.3,0,99,9.77,99,0.1,25916.29353,1114899,0.8,0.7,0.86,16.7
83.5,56,2,7.55,94.43428615,93.1820986712516,229,28.2,3,99,1.25,96,0.1,4454.44746,127445,2,1.7,0.894,15.3
59.6,321,11,0.59,124.3789361,67,3863,39.6,14,62,6.79,68,1.4,588.3582595,61724,1.5,1.4,0.433,7.2
48.2,632,30,3.56,20.84342867,75,0,28.6,46,75,4.96,75,20.5,325.678573,13558469,7.8,7.8,0.421,9.7
65,211,0,0.68,188.7108773,96,0,73.4,0,93,13.66,94,0.1,1357.632211,96311,0.2,0.1,0.574,11.8
58.2,288,3,2.93,0,95,0,21.5,6,94,5.52,95,3,121.142609309019,2.99992668470597,9,8.9,0.415,8.1
71.2,21,0,10.2,42.87208671,95,7,57.2,0,97,6.26,95,0.1,353.147337,347818,3.3,3.3,0.757,14.7
48,513,30,4.06,36.59114895,51.8078180913338,568,17.9,48,54,11.96,53,1.7,249.939542,4957216,9.9,1,0.306,7.2
53.1,334,3,5.07,197.7839552,43.0934405227623,1339,18.7,4,43,1.78,35,2.3,2283.87939,639762,1.6,1.4,0.527,8
81,76,0,9.19,606.3106561,88,25,63.2,0,88,8.35,88,0.1,3259.73471,1094.90205916623,0.3,0.3,0.891,19.2
71.8,157,0,1.35,330.1007394,91,4,66.2,0,91,5.66,89,0.1,1837.977391,98611,0.1,0.1,0.674,13.2
75,162,0,9.34,0,95,0,62,0,97,7.63,98,0.1,82.2349214427448,0,2.5,2.5,0.788,12.6
71.1,171,0,6.94,1578.872339,92,0,46,0,94,5.93,92,0.3,19325.24283,1354493,5.8,6,0.778,12.7
73.6,142,0,2.07222613387123,0,92,0,48.4,0,99,3.8,92,0.1,9212.192824,3070.70338196446,3.8,3.8,0.751,15.8
59.7,3,18,6.64,44.25687135,56.0084876421321,0,36.5,25,56,5.32,53,4.6,329.782946,8976552,4.5,4.6,0.447,8.1
81.3,66,1,10.56,872.5986092,94,11,62.5,2,92,8.53,92,0.1,4991.98289,28276,0.7,0.6,0.918,19
83.4,49,0,0.704867937021082,0,92.8729744789596,35,57.4,0,97,0.350233440038075,97,0.1,8989.8424,8282396,0.4,0.3,0.938,16
44.6,717,28,4.14,8.7174087,65,420,27.5,43,69,6.44,68,30.3,444.76575,129432,9,9,0.406,9.3
62,269,3,0.01,0,98,0,25.4,5,98,6.12,98,1.4,116.081222264692,2.49993890392165,7.8,7.7,0.44,8.8
74.4,138,2,9.58,1078.358105,96,7450,58.4,2,92,5.48,91,0.1,8558.39766,25835,2.8,3,0.797,15.3
74.1,157,9,1.12909803779829,0,87,0,62.1,10,87,1.55023344003807,87,0.1,77.1747381625469,4.99987780784329,1.6,1.5,0.769,14.3
73.2,96,0,0.01,959.925862,95,6,64,1,94,2.51,98,0.1,18389.38433,6132.07314717443,3.2,3.1,0.786,14.1
81.3,69,0,9.18,10019.0763,93,8,66.4,0,92,11.17,92,0.1,42889.88141,14299.1655702954,0.3,0.3,0.908,19.3
73.5,91,0,0.02,1731.073528,94,23,65.9,1,98,2.76,98,0.1,26921.8278,8981.8622752703,3.2,3,0.791,14.4
67.6,256,6,5.92,21.22386354,77,411,55.7,6,99,6.93,97,0.9,148.522488,4781295,2.8,2.9,0.691,14.3
62.9,2,364,0.04,30.59320769,7,2981,18.9,459,78,2.91,77,0.1,711.4699463,15399667,21.2,21.7,0.487,6.1
78.4,98,0,9.31,3869.026302,91.4020141538915,0,57.1,0,96,8.15,98,0.1,32816.1688,521314,0.9,0.8,0.866,18.1
81.7,61,1,2.63,409.4109292,97,23,63,1,95,7.36,95,0.1,3661.994,76236,1.2,1.1,0.878,15.7
62.7,256,1,0.53,229.4410095,82,28,33.8,2,82,9.14,82,2.1,1622.637974,896688,5.6,5.4,0.464,6.3
71,192,8,3.78,0,94,0,51.2,10,95,5.96,94,0.1,90.4596001545178,4.99987780784329,1.2,1.1,0.661,13.8
82.4,53,0,1.16509860449915,0,67,22,59.5,0,98,1.45023344003807,98,0.1,5585.25847,9799186,1.5,1.4,0.909,15.9
46.4,693,2,5.51,299.3671252,9,59,31.6,4,96,4.65,96,31.9,4163.6596,184339,1.9,1.8,0.567,11.8
58,386,25,6.61,9.696689164,43.6546217525416,18363,12.8,41,71,4.98,8,5.2,135.9984455,6476,9,8.9,0.268,4.5
75.9,128,28,4.09,0,95,15033,16.7,35,96,7.7,95,0.1,70.5313183603128,7534.18326379663,14.3,14.7,0.675,12.5
71.2,17,0,2.91142171360456,0,9,0,47.1,0,88,5.79953311992385,96,0.3,17321.83373,13692,5.7,5.9,0.779,12.7
73.2,11,4,1.19,257.2878697,94,231,48.9,5,98,5.29,98,0.1,2254.933126,978571,6.5,6.4,0.654,13.1
72.2,184,0,6.33,701.8526364,99,0,31.8,0,99,2.64,99,0.1,11122.8627,86956,5.9,6.3,0.739,13.2
59.9,268,40,0.93,37.12894787,61,62233,15,60,65,4.81,66,0.7,316.7998965,17279141,8.3,8.3,0.457,8.5
73.6,148,3,5.36,441.8446244,87,0,47.9,3,83,1.33,87,0.1,3855.537735,6379219,2,2,0.679,12.3
73.2,99,9,0.1,1307.89002,96,4648,61.6,10,96,3.49,96,0.1,16472.1665,7043.38430435551,7.2,7.3,0.773,12.7
81.5,83,3,11.5,751.3793553,78,0,61.1,3,99,11.44,99,0.1,4838.2444,6565979,0.6,0.6,0.885,16.1
59.3,265,13,3.33,0,55.5619976527381,2070,13.3,18,55,4.4,53,0.1,100.585383653494,1044.02507383056,1.3,1.4,0.468,8
73.5,12,0,1.75,0,96,1,55.9,0,96,6.9,95,0.1,33.838132422501,0.500012219215671,2.4,2.5,0.709,12.2
54,485,55,6.93,519.1563781,71,244,42.2,82,7,8.26,69,28.9,3775.68275,46418193.9,13.5,16.1,0.613,12.9
71.8,134,0,4.26,3.349816965,93,0,24.3,0,95,4.86,95,0.8,248.13459,474567,8.5,8.5,0.582,11.2
71.4,167,18,4.66,477.1341814,78,1,46.7,21,82,5.91,79,0.1,2472.197831,443958,2.6,2.3,0.65,11.3
73,167,1,3.76,211.1143318,91.1100982685993,0,43.5,1,99,4.86,99,2.3,3596.496282,2695446,2,1.8,0.69,11.7
73.2,136,0,0.01,492.0552263,64,1,73.4,0,62,5.2,64,0.1,4234.554443,189194,0.2,0.1,0.698,12.9
73,121,2,2.76,57.10318825,61,35,46.5,2,83,7.82,87,0.1,733.974142,43864,3,3.1,0.673,11.7
69.2,177,0,0.767931949638747,0,98,0,5.5,0,99,1.14976655996193,98,0.1,1922.41388,587482,1.1,1.2,0.514,9.6
67.5,18,0,3.15,0,89,0,62.8,0,88,9.69,92,0.1,34.7873520772454,0,0.2,0.2,0.612,10.4
79,98,1,3.41,2429.854745,84,0,56.5,1,82,9.73,85,0.1,9186.59639,46474,1.8,1.7,0.752,13.4
55,339,3,6.86,1024.519543,49.474798140442,5,2.9,4,54,2.25,41,5.9,15761.83913,829327,9.5,9.5,0.587,9
59.1,331,11,0.68,93.37278497,59,4023,38.2,14,52,6.68,55,1.3,539.41528,5716152,1.5,1.5,0.422,6.6
69.2,231,5,8.71,324.5491348,66,0,58,6,74,7.8,71,0.3,2545.48341,46533,2.5,2.6,0.734,14.9
79.8,71,1,9.79,8344.010392,91.0839843058196,1,56.5,1,96,9.36,96,0.1,44453.97119,1634611,1,1,0.893,16.5
78,1,1,11.01,2943.375396,6,83,58.5,1,96,8.29,95,0.1,23121.56635,128657,0.8,0.8,0.873,18.2
82,61,0,1.84,4540.543752,96,50,31.8,0,96,3.96,96,0.1,46569.67951,15539.7543333726,2.1,2.1,0.889,14.5
75.4,122,1,5.66,882.356362,94,0,57.7,1,95,11.59,94,0.1,4117.38853,332496,1.7,1.6,0.75,15.5
76.1,138,0,0.01,2146.945741,94,7,58,0,93,5.83,93,0.1,17454.84342,1327439,1.9,2,0.838,16.4
67.2,161,2,0.5,2.726570602,67,763,15.8,3,66,0.76,67,0.1,114.56179,1131523,11.3,11.4,0.607,12.5
74.2,134,12,4.22,448.7670462,94,0,49.5,15,94,4.47,94,0.4,3171.49856,27949944,1.2,1.2,0.693,13
44.6,611,43,2.61,46.83027463,73.0654134262729,16997,17.1,70,86,6.56,85,18.6,378.2736238,1824125,7.4,7.4,0.424,9.8
73,141,6,1.18,206.2616134,68,5,46.6,6,85,4.37,81,0.1,5574.6382,87634,2.8,2.9,0.719,11.6
75,88,0,1.62,659.8499118,98,47,18.7,0,98,7.37,98,0.1,4428.522898,333,14.3,14.5,0.622,12
79.5,8,4,11.84,0,88.2067780137497,1022,61.9,4,92,8.42,92,0.1,31.6241463929513,513.012439161553,0.7,0.5,7.02227068439121,7.33036882131813
81.4,66,0,12.32,8350.193523,98,117,57.1,0,98,11.21,98,0.1,51322.63997,8541575,1.8,2,0.892,15.9
68.2,261,15,11.21,137.0063357,98,101,57,18,98,7.44,98,0.3,8562.89598,142785342,2.3,2.5,0.776,14
75.4,114,0,13.11,1116.396502,89.7487701666594,54,56.9,0,96,6.56,96,0.1,9365.742468,4439,1.9,1.9,0.771,13.3
72.2,185,0,7.82,21.4653132,99,0,3.1,0,99,3.91,99,0.1,1192.5174,82858,6,6.4,0.712,12.1
76.1,124,34,5.3,1117.196097,98,3,6.8,39,97,6.4,97,0.1,9834.472689,119917,1.6,1.6,0.745,12.6
63.2,23,1,0.01,73.86584922,88,0,23.7,2,87,6.75,87,0.8,852.954379,759385,6.8,6.6,0.497,11.1
51.5,41,61,4.43,41.73629221,58.8600220009817,23934,21.3,99,61,4.7,63,7.9,614.6729339,15671927,7.5,7.7,0.437,7.1
77.3,12,2,10.71,243.808475,96,0,61.1,2,94,6.35,98,0.1,14341.675,3811735,1.9,2.1,0.85,16.4
81,67,0,10.49,703.5527332,95,51,61.3,0,96,8.1,96,0.1,5234.76736,4598294,0.3,0.2,0.902,18.6
64.2,22,61,0.28,4.632776304,75,760,17,83,82,1.78,82,0.6,296.97284,48846474,13.2,13.5,0.474,8
51.7,566,2,6.37,629.8425643,92,5,32.7,3,96,5.62,96,20.6,5351.253732,1855852,1,9.9,0.593,11.9
73,19,0,5.26,99.08095375,86,0,54.8,0,96,5.81,96,0.5,833.31332,52613,3.5,3.4,0.7,12.3
72.1,186,0,11.15,562.3601848,99,0,28.1,0,99,4.21,99,0.1,8331.261997,83723,6.1,6.6,0.712,12.1
62.3,259,15,5.68,26.37942542,65.5737485331699,0,46.5,20,67,9.88,67,0.8,766.8437623,128921,3.9,3.9,0.477,8.9
73.9,153,4,3.1,32.16407994,97,0,47.6,5,97,8.57,97,0.4,212.584798,83516,2.2,2.2,0.611,11.7
76.5,119,0,11.58,203.3252124,89.3860314603495,0,52.9,0,95,8.77,95,0.1,1488.47154,1995733,2,2.1,0.843,16.1
57.4,323,14,1.21,41.96145465,83,120,21.4,21,83,5.37,83,3.8,487.9238913,652952,7.3,7.2,0.449,11
89,66,2,8.98,4270.914882,96,599,57.6,3,97,8.49,94,0.1,31174.56118,57685327,0.5,0.5,0.846,15.6
70,224,1,14.67,501.8056141,98,0,58.2,1,98,5.95,97,0.1,6376.183153,9527985,2.1,2.3,0.755,15.1
55.3,46,62,1.16,5.813338496,78,8,21.8,87,78,5.9,78,5.1,65.985681,26434372,3.6,3.5,0.405,9.1
69.1,2,0,2.25,62.08343533,99,0,58.7,0,99,4.23,99,0.1,3651.966784,85995,4,3.7,0.706,14.6
72.8,121,4,0.59,313.3626015,98,1,58.6,4,98,8.8,98,0.1,2537.349,5934232,3.9,3.8,0.733,13.7
64.5,23,13,2.37,0,8,0,44.7,17,82,5.3,88,0.2,35.1040165782831,8.4997922733336,1.4,1.3,0.617,14.4
48.5,47,563,9.76,57.22555815,40.9546641212901,31521,18.8,907,43,4.33,33,5.4,648.815852,135393616,13.2,13.2,0.445,8.5
57.6,377,27,0.01,59.48744893,91,3,19.2,40,87,11.38,91,5.1,354.7253961,1768838,6.5,6.3,0.466,10.7
63.5,238,6,2.86,186.1013972,96,1,4,8,98,4.3,97,0.1,1453.917166,473398,3.4,3.4,0,10.3
78.3,79,0,0.01,3192.634413,99,1,38.2,0,99,2.3,99,0.1,47651.2599,15883.9440885723,5.8,5.3,0.852,14.4
46.7,679,2,5.48,306.9527349,87,1,3.5,4,97,5.73,97,37.2,3128.97793,1754935,11.8,11.8,0.56,11.8
66,217,0,7.64,4.141293345,98,0,45.9,1,97,5.25,98,0.3,43.82321,763393,5.5,5.3,0.636,10.3
76.6,122,31,5.26,168.173753,84,3,62.8,36,87,6.3,87,0.1,1452.27766,1242216,1.6,1.5,0.754,13.1
57.5,25,27,0.29,5.397368532,52.6936970164482,5839,17.5,50,49,4.63,52,0.5,473.45338,988452,12.3,12.3,0.378,5.2
75,131,0,10.63,0,99,0,55.3,0,99,9.15,99,0.1,72.7452184067104,0,1.3,1.4,0.82,14.9
55,471,3,5.28,294.6571552,72.6923344439013,262,26.5,4,82,6.52,79,24.7,2482.36862,1986535,14.2,14.3,0.554,11.7
73.6,156,0,7.27,1127.74347,88.8311108453734,0,38.2,0,96,4.13,95,0.1,9875.161736,3291.69103594756,3.7,3.6,0,0
75.1,123,0,13.36,0,90.7257104353554,6,59.4,0,97,6.42,98,0.1,69.8984192739978,3.00007331529403,2.2,2.3,6.88422570171195,7.55198245280414
74.5,147,3,3.39,321.6132593,98,0,5.9,3,99,6.39,98,0.1,1682.957924,58782,1.8,1.8,0.62,11.5
66.9,224,4,2.81,0,97,53,38,4,98,5.82,98,0.1,101.846796685368,28.5005987415679,3.4,3.4,0.612,12.4
56,272,52,0.12,40.37835666,63.9870715379337,1317,16.5,102,68,6.76,67,1.3,354.8185998,15228525,11.2,11,0.298,4
69.3,163,10,0.01,1.0419164,96,1,39,11,97,6.75,96,0.2,14.214412,817789,3.6,3.7,0.617,11.2
74.5,98,1,1.67,69.13924862,81,24,62.5,1,75,8.7,81,0.1,712.775759,411147,4.7,4.7,0.74,13.1
61.4,263,36,0.68,38.41870375,82,2,16.3,54,83,5.11,85,0.6,292.157443,1888268,8,7.9,0.478,9
73.5,132,1,3.99,44.57219966,85,1,49.7,1,9,4.31,88,0.1,3138.8873,293356,2,2.1,0.707,11.7
73.2,1,9,0.08,1395.454965,96,807,6.9,10,96,3.55,96,0.1,15334.66994,5383.85181909572,7.2,7.3,0.767,12.5
68.3,183,20,2.73,119.4571154,99,117,4.7,23,99,5.34,99,0.2,1377.8214,285624,3,3.1,0.657,11.9
74.1,137,11,7.62,57.58467352,73,0,55.7,13,95,8.22,96,0.1,333.4376,3839379,1.2,1,0.77,16.4
66.1,232,3,0.01,760.6550553,89,1028,34.1,3,89,8.53,89,2.5,5488.131712,231652,9,8.9,0.625,11.6
73.5,11,360,3.04,1.58668462,79,70549,23.4,427,87,4.72,87,0.1,158.668462,129675,5.1,4.6,0.622,10.2
63.4,249,54,3.69164954757835,0,89,95,22,75,83,7.70046688007615,89,2.8,1349.97144,47236259,7.8,7.6,0.55,11.1
64.8,225,136,0.856564402224502,0,77,17745,17.6,194,75,1.30046688007615,77,0.6,645.4637627,9987333,1.4,1.2,0.441,8.4
66.1,227,11,2.74935437161938,0,98,1,21.4,15,99,5.7,98,0.4,71.348397,11629553,5.7,5.7,0.493,10.8
79.5,96,1,3.45,384.5129138,91,1,59.5,1,91,9.31,91,0.1,1647.44179,4757575,1.7,1.7,0.768,13.9
59.7,247,24,0.35,66.02236299,54,31,19.1,42,87,5.68,87,0.7,733.581811,1955944,11.6,11.5,0.408,6.2
68.7,177,61,0.15,0,97,653,51.8,75,97,5.97,97,0.1,86.6634953839087,364.007062706658,3.4,3.4,0.617,11.2
